id,district,street,house_number,metro_station,metro_distance_min,area_m2,living_area_m2,kitchen_area_m2,rooms,floor,total_floors,house_type,wall_material,year_built,repair,balcony,ceiling_height_m,bathroom_type,has_elevator,has_parking,has_furniture,heating_type,window_view,security,deal_type,seller_type,price_rub,price_per_m2,listing_date
1020,Кировский,Мира,74,Юбилейная,27,121.5,68.9,19.5,1,11,30,Деревянный,Газобетон,1973,Косметический,Лоджия,2.78,Совмещенный,Нет,Нет,Да,Центральное,На парк,Нет,Продажа,Агентство,16862863,138789,2026-01-08
1021,Фрунзенский,Победы,9,Спортивная,15,105.8,77.9,20.5,5,7,10,Панельный,Панель,1995,Требует капремонта,Нет,2.59,Раздельный,Да,Нет,Нет,Центральное,На улицу,Да,Аренда,Собственник,33095298,312810,2026-02-23
1022,Ленинский,Гагарина,101,Парк Культуры,24,139.1,82.0,17.8,3,8,26,Кирпичный,Монолит,2024,Косметический,2 лоджии,2.63,Совмещенный,Да,Да,Нет,Газовое,Во двор,Нет,Продажа,Застройщик,32523388,233813,2025-10-28
1023,Северный,Победы,58,Юбилейная,45,54.5,31.6,15.2,5,4,5,Панельный,Дерево,2011,Дизайнерский,Балкон + лоджия,2.83,Совмещенный,Нет,Да,Да,Газовое,Во двор,Нет,Продажа,Собственник,5117441,93898,2026-07-07
1024,Кировский,Мира,65,Спортивная,30,68.5,45.6,13.4,3,1,5,Блочный,Газобетон,1961,Дизайнерский,Балкон + лоджия,2.62,2 санузла,Да,Нет,Нет,Автономное,Во двор,Да,Продажа,Собственник,13588413,198371,2026-06-15
1025,Октябрьский,Советская,10,Автозаводская,26,127.1,95.2,17.3,1,3,27,Деревянный,Панель,1963,Без ремонта,Нет,3.05,Совмещенный,Нет,Да,Нет,Центральное,Во двор,Нет,Продажа,Собственник,17179344,135164,2025-01-24
1026,Южный,Ленина,166,Юбилейная,5,44.4,32.5,10.2,5,4,5,Монолитный,Кирпич,2003,Дизайнерский,Нет,2.82,Раздельный,Нет,Да,Нет,Автономное,На реку,Да,Продажа,Собственник,5371423,120978,2025-04-01
1027,Советский,Университетская,175,Северная,37,24.1,13.8,12.9,6,22,23,Кирпичный,Монолит,1964,Евроремонт,Балкон + лоджия,3.34,Совмещенный,Да,Да,Нет,Газовое,На реку,Да,Продажа,Застройщик,6334347,262836,2025-07-18
1028,Московский,Победы,106,Северная,16,45.6,32.3,7.6,5,20,22,Монолитный,Панель,1995,Косметический,Нет,3.09,2 санузла,Да,Да,Да,Газовое,На реку,Да,Аренда,Агентство,7183459,157532,2025-08-18
1029,Южный,Гагарина,78,Автозаводская,38,70.4,47.1,11.9,1,8,15,Панельный,Газобетон,2014,Требует капремонта,Балкон,3.17,2 санузла,Да,Да,Нет,Электрическое,На парк,Да,Аренда,Собственник,10383084,147487,2026-07-04
1030,Советский,Строителей,121,Спортивная,9,121.7,76.5,14.7,6,4,10,Деревянный,Монолит,1983,Требует капремонта,2 лоджии,2.51,Раздельный,Да,Нет,Нет,Автономное,На парк,Да,Аренда,Агентство,8797571,72289,2025-10-24
1031,Кировский,Гагарина,52,Университет,35,80.7,47.2,16.3,1,4,14,Монолитно-кирпичный,Монолит,2009,Евроремонт,2 лоджии,3.32,Совмещенный,Да,Нет,Да,Газовое,Смешанный,Да,Продажа,Застройщик,14782141,183174,2026-05-23
1032,Фрунзенский,Кирова,80,Южная,32,113.6,82.4,21.8,3,1,11,Кирпичный,Кирпич,2004,Требует капремонта,Балкон + лоджия,3.39,2 санузла,Нет,Да,Нет,Электрическое,На улицу,Да,Аренда,Застройщик,15783924,138943,2025-05-01
1033,Приморский,Победы,161,Северная,27,42.7,26.1,5.1,5,6,7,Блочный,Дерево,1967,Дизайнерский,Нет,2.97,Совмещенный,Да,Да,Нет,Электрическое,На парк,Да,Продажа,Агентство,3718828,87092,2025-02-21
1034,Центральный,Победы,16,Северная,18,109.1,64.7,15.6,4,3,7,Монолитный,Дерево,2008,Евроремонт,Балкон + лоджия,3.1,Раздельный,Нет,Да,Да,Автономное,Во двор,Нет,Аренда,Собственник,32051507,293781,2026-06-25
1035,Фрунзенский,Мира,152,Автозаводская,32,54.8,37.6,5.1,5,10,14,Блочный,Кирпич,1995,Евроремонт,2 лоджии,3.0,Совмещенный,Да,Да,Нет,Автономное,Во двор,Да,Аренда,Собственник,12321560,224846,2025-08-25
1036,Ленинский,Ленина,101,Автозаводская,16,49.3,30.7,13.0,2,13,15,Блочный,Дерево,2022,Дизайнерский,Балкон,3.13,Совмещенный,Да,Нет,Да,Газовое,Смешанный,Да,Продажа,Агентство,6768495,137292,2026-05-18
1037,Советский,Победы,107,Заречная,23,37.1,25.2,7.0,6,11,29,Кирпичный,Газобетон,2008,Евроремонт,2 лоджии,3.24,2 санузла,Нет,Нет,Да,Электрическое,На парк,Нет,Аренда,Застройщик,11803698,318159,2026-02-24
1038,Ленинский,Лесная,84,Проспект Мира,12,40.6,26.8,10.7,1,1,12,Монолитно-кирпичный,Панель,1972,Евроремонт,Балкон + лоджия,2.62,Совмещенный,Да,Да,Да,Автономное,Смешанный,Да,Продажа,Агентство,12442397,306463,2025-12-13
1039,Приморский,Строителей,92,Площадь Ленина,1,135.5,90.4,6.7,3,7,10,Монолитно-кирпичный,Монолит,1959,Без ремонта,2 лоджии,2.88,Раздельный,Да,Нет,Да,Электрическое,На реку,Нет,Продажа,Застройщик,25031050,184731,2025-05-21
1040,Московский,Садовая,173,Автозаводская,6,31.6,18.4,12.3,2,2,4,Монолитно-кирпичный,Дерево,1976,Евроремонт,Балкон,3.09,2 санузла,Да,Да,Нет,Центральное,На улицу,Нет,Продажа,Агентство,2992235,94691,2026-03-18
1041,Советский,Молодежная,148,Южная,37,29.6,18.5,12.4,4,2,4,Блочный,Монолит,2015,Косметический,Балкон + лоджия,3.11,Совмещенный,Да,Да,Нет,Электрическое,На улицу,Да,Аренда,Собственник,6134659,207252,2025-05-08
1042,Советский,Пушкина,149,Спортивная,44,145.7,91.5,5.8,1,7,12,Монолитно-кирпичный,Дерево,2020,Требует капремонта,Балкон + лоджия,2.51,Совмещенный,Нет,Нет,Да,Электрическое,На парк,Да,Аренда,Застройщик,29588610,203079,2025-03-13
1043,Южный,Мира,72,Проспект Мира,44,39.2,25.6,21.8,5,10,14,Монолитный,Панель,2016,Требует капремонта,Балкон + лоджия,2.74,2 санузла,Да,Да,Да,Электрическое,На парк,Да,Продажа,Агентство,3546345,90468,2026-02-22
1044,Октябрьский,Ленина,120,Площадь Ленина,3,121.4,78.5,14.5,1,10,26,Панельный,Газобетон,1994,Без ремонта,Балкон + лоджия,2.51,Раздельный,Да,Да,Да,Центральное,Во двор,Нет,Аренда,Агентство,16144136,132983,2025-10-09
1045,Октябрьский,Молодежная,141,Проспект Мира,18,64.7,45.0,8.9,4,4,4,Панельный,Газобетон,2026,Косметический,Балкон + лоджия,2.84,2 санузла,Нет,Да,Да,Газовое,Смешанный,Нет,Аренда,Собственник,6710554,103718,2026-06-21
1046,Западный,Лесная,18,Заречная,7,46.1,32.4,6.1,3,4,13,Панельный,Кирпич,2018,Евроремонт,2 лоджии,3.22,Совмещенный,Нет,Нет,Да,Газовое,На парк,Да,Продажа,Собственник,12575987,272798,2026-02-16
1047,Фрунзенский,Победы,118,Парк Культуры,24,28.4,21.3,20.0,2,1,22,Монолитно-кирпичный,Панель,1976,Дизайнерский,Лоджия,3.27,2 санузла,Нет,Да,Да,Газовое,На улицу,Да,Аренда,Агентство,9034608,318120,2025-05-15
1048,Московский,Советская,61,Южная,1,148.6,86.7,15.7,4,6,25,Монолитно-кирпичный,Дерево,1984,Косметический,Нет,2.61,Раздельный,Нет,Да,Нет,Электрическое,На парк,Нет,Продажа,Собственник,27125592,182541,2026-04-29
1049,Ленинский,Ленина,29,Южная,37,72.4,49.3,18.6,4,10,12,Блочный,Монолит,2012,Требует капремонта,Балкон + лоджия,3.17,Совмещенный,Нет,Нет,Да,Центральное,На улицу,Да,Продажа,Собственник,15665767,216378,2025-06-16
1050,Октябрьский,Строителей,90,Университет,33,123.4,73.0,18.6,1,3,20,Деревянный,Панель,2014,Без ремонта,Нет,2.92,Раздельный,Да,Да,Нет,Автономное,Смешанный,Нет,Аренда,Агентство,15365644,124519,2025-05-05
1051,Приморский,Садовая,181,Спортивная,25,93.2,67.6,10.5,3,12,24,Блочный,Газобетон,1962,Требует капремонта,Балкон,3.1,2 санузла,Да,Да,Да,Электрическое,На реку,Нет,Аренда,Агентство,13525370,145122,2025-09-30
